Title,North_America_Sales,Europe_Sales,Japan_Sales,Other_Sales,Global_Sales
Tamagotchi Connection: Corner Shop 2,0.09,0.02,0.86,0.01,0.98
Final Fantasy Type-0,0.37,0.32,0.15,0.14,0.97
Madden NFL 08,0.89,0.01,0,0.08,0.97
de Blob,0.5,0.37,0,0.1,0.97
NCAA Football 06,0.73,0.21,0,0.03,0.97
Mass Effect 3,0.4,0.44,0,0.13,0.97
NBA 2K10,0.88,0.02,0,0.08,0.97
Fire Emblem,0.49,0.18,0.29,0.01,0.97
Yakuza 4,0.15,0.14,0.63,0.05,0.97
Skylanders: Spyro's Adventure,0.53,0.35,0,0.1,0.97
Club Penguin: Game Day!,0.56,0.33,0,0.08,0.97
NHL 2004,0.47,0.37,0,0.12,0.97
Grand Theft Auto: Vice City Stories,0.78,0.03,0.03,0.13,0.97
NBA 2K16,0.77,0.1,0,0.1,0.97
FIFA Soccer 2005,0.33,0.6,0,0.04,0.97
LEGO The Lord of the Rings,0.52,0.37,0,0.08,0.97
Romancing SaGa,0,0,0.97,0,0.97
Donkey Kong Junior,0.9,0.05,0,0.01,0.97
LEGO Star Wars II: The Original Trilogy,0.75,0.19,0,0.03,0.97
LEGO Harry Potter: Years 5-7,0.36,0.45,0,0.16,0.97
Final Fantasy X / X-2 HD Remaster,0.21,0.31,0.28,0.16,0.97
Medal of Honor: Underground,0.54,0.37,0,0.06,0.97
The Sims 2,0.82,0.07,0,0.07,0.96
Dark Cloud 2,0.38,0.25,0.26,0.07,0.96
Jampack Summer '99,0.54,0.36,0,0.06,0.96
PlayStation All-Stars Battle Royale,0.5,0.28,0.04,0.14,0.96
Dance Dance Revolution 2nd ReMIX,0,0,0.9,0.06,0.96
Monster High: Ghoul Spirit,0.72,0.17,0,0.07,0.96
Dragon Quest X,0,0,0.96,0,0.96
LEGO Pirates of the Caribbean: The Video Game,0.37,0.49,0,0.1,0.96
Gangs of London,0.3,0.44,0,0.22,0.96
Mortal Kombat Trilogy,0.72,0.22,0,0.02,0.96
Star Soldier,0.32,0.06,0.57,0.01,0.96
Sonic Unleashed,0.54,0.33,0,0.09,0.96
Lost Planet 2,0.29,0.34,0.2,0.13,0.96
NHL 2001,0.47,0.37,0,0.12,0.96
Dragon Quest Monsters: Terry's Wonderland 3D,0,0,0.96,0,0.96
My Weight Loss Coach,0.3,0.54,0,0.11,0.96
Tom Clancy's Ghost Recon: Future Soldier,0.41,0.33,0.09,0.12,0.96
Mega Man Star Force Dragon / Leo / Pegasus,0.39,0,0.53,0.03,0.96
Shinobi,0.36,0.28,0.22,0.09,0.96
Mortal Kombat: Deadly Alliance,0.77,0.15,0,0.04,0.96
The Witcher 2: Assassins of Kings,0.25,0.56,0,0.15,0.96
PilotWings Resort,0.4,0.36,0.13,0.07,0.96
Naruto Shippuden: Ultimate Ninja Storm 3,0.32,0.33,0.15,0.15,0.96
LEGO Jurassic World,0.47,0.4,0,0.08,0.95
ESPN NBA 2K5,0.88,0.04,0,0.04,0.95
Wheel of Fortune,0.47,0.36,0,0.12,0.95
World Championship Poker,0.8,0.03,0,0.13,0.95
Tom Clancy's Splinter Cell: Chaos Theory,0.36,0.45,0,0.14,0.95
SpongeBob SquarePants: Battle for Bikini Bottom,0.74,0.19,0,0.03,0.95
South Park: The Stick of Truth,0.57,0.3,0,0.08,0.95
Ben 10: Alien Force,0.65,0.22,0,0.09,0.95
SingStar Abba,0.27,0.51,0,0.17,0.95
Cars 2,0.46,0.39,0,0.1,0.95
Wild ARMs,0.26,0.17,0.46,0.06,0.95
Kessen,0.27,0.21,0.41,0.07,0.95
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,0.68,0.25,0,0.02,0.95
NCAA Football 2000,0.53,0.36,0,0.06,0.95
Brutal Legend,0.54,0.28,0,0.13,0.95
Skylanders: Spyro's Adventure,0.39,0.4,0,0.16,0.95
Guitar Hero: Metallica,0.41,0.43,0,0.1,0.95
Evolve,0.35,0.41,0.05,0.15,0.95
WWE SmackDown vs. Raw 2009,0.51,0.31,0.01,0.13,0.95
Army of Two: The 40th Day,0.62,0.24,0,0.08,0.95
Tony Hawk: RIDE,0.7,0.17,0,0.08,0.95
Lego Batman 3: Beyond Gotham,0.48,0.38,0,0.08,0.95
Wii Play: Motion,0.24,0.43,0.18,0.09,0.95
Killzone,0.79,0.03,0,0.13,0.94
The Tomb Raider Trilogy,0.27,0.5,0,0.17,0.94
Colin McRae Rally 04,0.01,0.71,0.01,0.21,0.94
Star Fox 64 3D,0.48,0.27,0.13,0.07,0.94
The SpongeBob SquarePants Movie,0.73,0.19,0,0.03,0.94
Rocksmith 2014,0.69,0.17,0,0.08,0.94
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,0.52,0.36,0,0.06,0.94
Cars,0.83,0.04,0,0.07,0.94
Assassin's Creed III,0.28,0.53,0,0.13,0.94
Castlevania: Lament of Innocence,0.46,0.36,0,0.12,0.94
Mario Tennis Open,0.26,0.29,0.33,0.05,0.94
The Witcher 2: Assassins of Kings,0.48,0.36,0.02,0.08,0.94
Bayonetta,0.51,0.26,0.09,0.08,0.94
Destroy All Humans!,0.78,0.03,0,0.13,0.94
MVP Baseball 2005,0.7,0.2,0,0.03,0.94
SaGa Frontier 2,0.1,0.07,0.71,0.06,0.94
NCAA Football 10,0.87,0,0,0.07,0.94
MLB 2000,0.52,0.35,0,0.06,0.94
The Legend of Zelda: Twilight Princess HD,0.48,0.3,0.08,0.08,0.94
Bully,0.75,0.03,0.04,0.12,0.94
Prince of Persia: The Sands of Time,0.57,0.33,0,0.04,0.94
Phantasy Star Portable,0.19,0.06,0.63,0.05,0.94
Hot Shots Golf Fore!,0.46,0.36,0,0.12,0.94
MLB 06: The Show,0.78,0.03,0,0.13,0.94
NHL 2003,0.46,0.36,0,0.12,0.93
Operation Flashpoint: Dragon Rising,0.36,0.45,0.02,0.1,0.93
Nickelodeon Fit,0.78,0.09,0,0.06,0.93
Buzz! Quiz World,0.16,0.58,0,0.2,0.93
Bentley's Hackpack,0.67,0.25,0,0.02,0.93
Tony Hawk's Pro Skater 4,0.59,0.3,0,0.04,0.93
Borderlands 2,0.42,0.41,0,0.11,0.93
EA Sports Grand Slam Tennis,0.29,0.52,0.02,0.11,0.93
White Knight Chronicles: International Edition,0.33,0.16,0.36,0.08,0.93
SSX,0.35,0.42,0.02,0.14,0.93
Sonic Riders: Zero Gravity,0.5,0.32,0.02,0.1,0.93
LEGO Jurassic World,0.34,0.44,0,0.15,0.93
Build-A-Bear Workshop,0.85,0.01,0,0.07,0.93
Crash City Mayhem,0.67,0.25,0,0.02,0.93
Spider-Man,0.87,0.05,0,0.01,0.93
Mega Man 4,0.51,0.09,0.32,0.01,0.93
Castlevania II: Simon's Quest,0.45,0.06,0.42,0,0.93
Toy Story 2: Buzz Lightyear to the Rescue!,0.71,0.2,0,0.01,0.93
Teenage Mutant Ninja Turtles,0.67,0.25,0,0.02,0.93
MLB 07: The Show,0.77,0.03,0,0.13,0.93
Skylanders: Trap Team,0.54,0.31,0,0.08,0.93
Cars,0.72,0.19,0,0.03,0.93
Brothers in Arms: Hell's Highway,0.44,0.34,0,0.15,0.93
Inazuma Eleven 3,0,0,0.93,0,0.93
Pokken Tournament,0.47,0.22,0.16,0.07,0.93
SnoCross Championship Racing,0.52,0.35,0,0.06,0.93
Teenage Mutant Ninja Turtles,0.45,0.35,0,0.12,0.92
Top Gun: Combat Zones,0.45,0.35,0,0.12,0.92
Blue Dragon,0.3,0.33,0.21,0.08,0.92
007: The World is not Enough,0.51,0.35,0,0.06,0.92
NCAA Football 11,0.86,0,0,0.06,0.92
NHL 98,0.51,0.35,0,0.06,0.92
FIFA Street,0.17,0.65,0,0.1,0.92
EA Sports Active 2,0.52,0.28,0,0.12,0.92
SpongeBob SquarePants: The Yellow Avenger,0.55,0.21,0,0.16,0.92
WWE SmackDown vs. Raw 2009,0.58,0.26,0,0.08,0.92
Dante's Inferno,0.63,0.2,0.02,0.07,0.92
Wipeout: In The Zone,0.87,0,0,0.05,0.92
Space Jam,0.51,0.35,0,0.06,0.92
Kung Fu Panda,0.5,0.32,0,0.09,0.92
Knockout Kings 2000,0.63,0.27,0,0.02,0.92
Balloon Fight,0.39,0.09,0.43,0.01,0.92
Assassin's Creed,0.01,0.83,0,0.08,0.92
Disney Magical World,0.16,0.2,0.53,0.03,0.92
Crysis 3,0.51,0.33,0.01,0.08,0.92
Lego Batman 3: Beyond Gotham,0.37,0.39,0,0.15,0.92
Dynasty Warriors 7,0.25,0.14,0.46,0.06,0.92
The Evil Within,0.26,0.39,0.12,0.14,0.92
MLB 12: The Show,0.86,0,0,0.06,0.92
Sonic Riders,0.71,0.18,0,0.03,0.92
Starsky & Hutch,0.45,0.35,0,0.12,0.92
Tobal No.1,0.12,0.08,0.66,0.06,0.92
Lost Odyssey,0.45,0.27,0.11,0.09,0.92
MLB 15: The Show,0.67,0.08,0,0.17,0.92
Operation Flashpoint: Dragon Rising,0.23,0.46,0.05,0.17,0.92
Homefront,0.32,0.4,0.04,0.15,0.91
AMF Bowling Pinbusters!,0.85,0,0,0.07,0.91
Street Hoops,0.45,0.35,0,0.12,0.91
Avatar: The Game,0.32,0.43,0,0.16,0.91
Harvest Moon 3D: A New Beginning,0.41,0.17,0.29,0.05,0.91
Tom Clancy's EndWar,0.58,0.24,0.01,0.09,0.91
Knockout Kings 2002,0.45,0.35,0,0.12,0.91
Tokyo Xtreme Racer 3,0.35,0.27,0.21,0.09,0.91
LEGO Indiana Jones 2: The Adventure Continues,0.47,0.3,0,0.13,0.91
Colin McRae Rally 2.0,0.02,0.8,0.02,0.07,0.91
Glover,0.72,0.17,0,0.01,0.91
MX vs. ATV Reflex,0.52,0.26,0,0.12,0.91
Minecraft: Story Mode,0.46,0.38,0,0.08,0.91
Namco Museum,0.77,0.11,0,0.04,0.91
Marvel: Ultimate Alliance 2,0.68,0.15,0,0.08,0.91
Call of Duty: World at War,0.57,0.26,0,0.08,0.91
Super Momotarou Dentetsu III,0,0,0.91,0,0.91
Sonic Mega Collection Plus,0.61,0.26,0,0.04,0.91
DJ Hero,0.42,0.34,0,0.14,0.91
Dragon Age: Inquisition,0.55,0.28,0,0.07,0.91
The Simpsons Game,0.38,0.37,0,0.15,0.91
Tiger Woods PGA Tour 2002,0.44,0.35,0,0.12,0.9
Rhythm Heaven,0.13,0,0.77,0.01,0.9
Mini-Yonku Shining Scorpion: Let's & Go!!,0,0,0.9,0,0.9
MLB 2005,0.44,0.35,0,0.12,0.9
SOCOM 4: U.S. Navy SEALs,0.66,0.12,0.04,0.08,0.9
Burnout Revenge,0.75,0.03,0,0.12,0.9
Buzz! Quiz TV,0.28,0.48,0,0.14,0.9
We Ski & Snowboard,0.38,0.29,0.15,0.08,0.9
Destruction Derby,0.5,0.34,0,0.06,0.9
TouchMaster 2,0.3,0.49,0,0.1,0.9
Crysis 3,0.26,0.43,0.03,0.18,0.9
3Xtreme,0.5,0.34,0,0.06,0.9
Hot Shots Tennis,0.17,0.13,0.55,0.05,0.9
Sonic Heroes,0.41,0.43,0.01,0.05,0.9
Resistance: Retribution,0.27,0.36,0.05,0.22,0.9
Tiger Woods PGA Tour 12: The Masters,0.52,0.26,0,0.12,0.9
Star Wars: The Force Unleashed,0.51,0.29,0,0.09,0.9
Madden NFL 99,0.84,0.05,0,0.01,0.9
Spider-Man 3,0.74,0.03,0.01,0.12,0.9
James Bond 007: Agent Under Fire,0.65,0.22,0,0.03,0.9
Samba De Amigo,0.42,0.37,0.01,0.1,0.9
The Elder Scrolls Online,0.32,0.48,0,0.09,0.9
Pure,0.42,0.33,0,0.14,0.9
FIFA Soccer 09 All-Play,0.29,0.52,0,0.09,0.9
Fossil Fighters,0.84,0,0,0.06,0.9
LittleBigPlanet Karting,0.42,0.32,0.01,0.15,0.9
X-Men Legends,0.62,0.24,0,0.04,0.9
NBA Live 2005,0.81,0.05,0,0.04,0.9
Harry Potter: Quidditch World Cup,0.44,0.34,0,0.11,0.9
The Biggest Loser: Ultimate Workout,0.73,0.1,0,0.06,0.9
Madagascar,0.62,0.24,0,0.03,0.89
Call of Juarez: Bound in Blood,0.35,0.38,0.01,0.16,0.89
Killzone: Liberation,0.44,0.28,0,0.18,0.89
Madden NFL 08,0.82,0.01,0,0.07,0.89
Blitz: The League,0.74,0.03,0,0.12,0.89
LEGO Jurassic World,0.32,0.42,0.01,0.14,0.89
Castlevania: Circle of the Moon,0.6,0.22,0.05,0.02,0.89
Sonic Chronicles: The Dark Brotherhood,0.51,0.29,0.01,0.09,0.89
Tiger Woods PGA Tour 06,0.74,0.03,0,0.12,0.89
Classic NES Series: The Legend of Zelda,0.46,0.17,0.24,0.02,0.89
The Jak and Daxter Collection,0.6,0.19,0,0.1,0.89
Fire Emblem: The Sacred Stones,0.42,0.16,0.3,0.02,0.89
Pokemon Card GB2: Here Comes Team GR!,0,0,0.89,0,0.89
Finding Nemo,0.69,0.18,0,0.02,0.89
CSI: Hard Evidence,0.36,0.43,0,0.1,0.89
Ace Combat 2,0.16,0.11,0.56,0.06,0.89
F1 2009,0.15,0.63,0,0.11,0.89
NFL 2K2,0.44,0.34,0,0.11,0.89
EA Sports UFC 2,0.28,0.47,0,0.14,0.89
Dissidia 012: Duodecim Final Fantasy,0.21,0.13,0.46,0.08,0.89
LEGO Marvel Super Heroes,0.42,0.36,0.04,0.07,0.89
F1 2010,0.18,0.59,0.01,0.1,0.89
Monster 4X4: World Circuit,0.81,0,0.01,0.07,0.89
Call of Duty: Modern Warfare 2,0.01,0.79,0,0.09,0.89
Wii Fit U,0.39,0.24,0.21,0.06,0.89
Kingdoms of Amalur: Reckoning,0.55,0.25,0.01,0.07,0.89
Call of Duty: Modern Warfare 3,0.6,0.21,0,0.08,0.89
MLB 2001,0.49,0.34,0,0.06,0.89
SingStar Anthems,0,0.68,0,0.2,0.89
Seiken Densetsu 3,0,0,0.89,0,0.89
Mega Man 8 Anniversary Collector's Edition,0.44,0.3,0.09,0.06,0.88
WWE SmackDown vs. Raw 2011,0.44,0.36,0,0.08,0.88
Sleeping Dogs,0.38,0.41,0.01,0.08,0.88
Grand Theft Auto IV,0.01,0.79,0,0.08,0.88
Peppa Pig: The Game,0,0.82,0,0.06,0.88
Michael Jackson: The Experience,0.62,0.2,0,0.07,0.88
Ghostbusters: The Video Game,0.6,0.21,0,0.08,0.88
Rock Band 3,0.73,0.1,0,0.06,0.88
Resident Evil: Revelations,0.3,0.22,0.3,0.05,0.88
NBA 2K6,0.43,0.34,0,0.11,0.88
Buzz! The Mega Quiz,0.32,0.06,0,0.5,0.88
Endless Ocean: Blue World,0.47,0.22,0.12,0.07,0.88
Star Wars: Rebel Assault II - The Hidden Empire,0.49,0.33,0,0.06,0.88
Just Cause 3,0.42,0.38,0,0.07,0.88
Metal Gear Ac!d,0.32,0.26,0.12,0.17,0.88
Cooking Mama: World Kitchen,0.51,0.28,0.01,0.08,0.88
Tekken Tag Tournament 2,0.28,0.33,0.13,0.14,0.88
ESPN NHL 2K5,0.43,0.33,0,0.11,0.88
GRID,0.33,0.44,0.01,0.09,0.88
Phantasy Star Portable 2,0.08,0.11,0.62,0.06,0.88
Crimson Skies: High Road to Revenge,0.65,0.19,0,0.03,0.87
Spec Ops: Ranger Elite,0.49,0.33,0,0.06,0.87
Gex,0.49,0.33,0,0.06,0.87
NBA 2K14,0.7,0.11,0,0.06,0.87
DiRT,0.38,0.4,0,0.09,0.87
Derby Stallion II,0,0,0.87,0,0.87
Gold's Gym: Dance Workout,0.71,0.11,0,0.06,0.87
Red Faction: Guerrilla,0.48,0.29,0.01,0.09,0.87
Tom Clancy's Ghost Recon: Island Thunder,0.61,0.24,0,0.03,0.87
Mercenaries 2: World in Flames,0.29,0.4,0.02,0.16,0.87
Need for Speed: V-Rally,0.43,0.29,0.09,0.06,0.87
Kingdom Hearts Re: Chain of Memories,0.73,0.03,0,0.12,0.87
Pictionary,0.61,0.19,0,0.07,0.87
NCAA Football 13,0.82,0,0,0.06,0.87
Kingdoms of Amalur: Reckoning,0.37,0.3,0.09,0.11,0.87
NFL GameDay '97,0.48,0.33,0,0.06,0.87
Beijing 2008,0.14,0.54,0.01,0.18,0.87
The House of the Dead: Overkill,0.46,0.31,0.02,0.09,0.87
Tony Hawk's Project 8,0.72,0.03,0,0.12,0.87
Injustice: Gods Among Us,0.46,0.29,0,0.12,0.87
NHL 2000,0.48,0.33,0,0.06,0.87
Buzz! Master Quiz,0.2,0.44,0,0.23,0.87
Brothers in Arms: Hell's Highway,0.47,0.31,0,0.09,0.87
Fight Night Round 2,0.72,0.03,0,0.12,0.87
Wizards of Waverly Place,0.59,0.2,0,0.08,0.87
Scooby-Doo! First Frights,0.63,0.17,0,0.07,0.87
Conflict: Desert Storm,0.48,0.37,0,0.02,0.87
Triple Play 2002,0.43,0.33,0,0.11,0.87
Vagrant Story,0.3,0.2,0.3,0.06,0.87
Lemmings,0.12,0.52,0,0.23,0.87
Warriors Orochi,0.11,0.09,0.64,0.03,0.87
Guitar Hero: Warriors of Rock,0.47,0.32,0,0.08,0.87
Enduro,0.81,0.05,0,0.01,0.87
Tales of Xillia 2,0.2,0.15,0.45,0.07,0.87
SingStar '90s,0.1,0.59,0,0.18,0.87
Monster Strike 3DS,0,0,0.86,0,0.86
Tomb Raider: Anniversary,0.12,0.63,0,0.11,0.86
Winning Eleven: Pro Evolution Soccer 2007,0.01,0.72,0.12,0.01,0.86
Darksiders II,0.35,0.37,0.01,0.14,0.86
Ghostbusters: The Video Game,0.34,0.37,0,0.15,0.86
The World Ends With You,0.54,0.06,0.21,0.05,0.86
The Lord of the Rings: War in the North,0.25,0.45,0.01,0.15,0.86
Rocky,0.42,0.33,0,0.11,0.86
Dragon Quest VIII: Journey of the Cursed King,0,0,0.86,0,0.86
Ford Racing,0.48,0.33,0,0.06,0.86
Madden Football 64,0.81,0.04,0,0.01,0.86
MLB 99,0.48,0.32,0,0.06,0.86
Dragon Ball Z: Burst Limit,0.22,0.34,0.18,0.12,0.86
The Lord of the Rings: War in the North,0.52,0.26,0,0.08,0.86
The Legendary Starfy,0.61,0,0.2,0.05,0.86
2010 FIFA World Cup South Africa,0.32,0.43,0.02,0.09,0.86
Dynasty Warriors 4: Xtreme Legends,0.17,0.13,0.51,0.04,0.86
Ninja Gaiden Sigma 2,0.52,0.16,0.08,0.1,0.86
Forza Horizon 2,0.35,0.43,0,0.07,0.85
Skate 2,0.46,0.26,0.01,0.12,0.85
FIFA Soccer 08,0.1,0.65,0,0.11,0.85
Army Men: Air Attack,0.47,0.32,0,0.06,0.85
Need for Speed: Nitro,0.46,0.31,0,0.08,0.85
Madden NFL 09 All-Play,0.78,0.01,0,0.07,0.85
NBA 2K8,0.79,0,0,0.07,0.85
Far Cry: Primal,0.46,0.32,0,0.07,0.85
Street Fighter Alpha 2,0.14,0.09,0.57,0.06,0.85
Tiger Woods PGA Tour 2005,0.64,0.18,0,0.03,0.85
Army of Two: The 40th Day,0.44,0.27,0.01,0.12,0.85
Blazing Angels: Squadrons of WWII,0.74,0.04,0,0.06,0.85
Castlevania III: Dracula's Curse,0.4,0.07,0.37,0.01,0.85
Harry Potter and the Order of the Phoenix,0.28,0.47,0,0.1,0.85
Rampage World Tour,0.47,0.32,0,0.06,0.85
Burnout Legends,0.7,0.06,0,0.09,0.85
WWE 2K15,0.36,0.35,0,0.14,0.85
Overwatch,0.52,0.25,0,0.08,0.85
Ratatouille,0.31,0,0,0.53,0.85
NFL GameDay,0.47,0.32,0,0.06,0.85
Burnout 2: Point of Impact,0.42,0.32,0,0.11,0.85
Kirby: Planet Robobot,0.26,0.1,0.44,0.04,0.85
Street Fighter EX3,0.32,0.25,0.2,0.08,0.85
Karaoke Revolution Glee,0.52,0.25,0,0.07,0.85
Sniper Elite V2,0.46,0.29,0.02,0.07,0.85
Thief (2014),0.28,0.37,0.03,0.16,0.84
Spider-Man 2,0.65,0.17,0,0.02,0.84
Golden Sun: Dark Dawn,0.56,0.11,0.13,0.05,0.84
Tiger Woods PGA Tour 11,0.37,0.34,0,0.13,0.84
Devil May Cry HD Collection,0.42,0.21,0.11,0.1,0.84
MLB 16: The Show,0.68,0,0,0.16,0.84
NBA 2K10,0.75,0.01,0.01,0.07,0.84
Xenoblade Chronicles X,0.36,0.28,0.14,0.06,0.84
Petz Dogz Fashion,0.46,0.3,0,0.09,0.84
The Incredibles,0.65,0.17,0,0.02,0.84
NCAA Football 11,0.79,0,0,0.06,0.84
Dragon Age II,0.4,0.27,0.05,0.12,0.84
ATV Quad Power Racing 2,0.41,0.32,0,0.11,0.84
Harvest Moon: Tree of Tranquility,0.69,0.03,0.06,0.06,0.84
Final Fantasy,0.32,0,0.52,0,0.84
Street Fighter X Tekken,0.42,0.22,0.1,0.1,0.84
Rocket Power: Team Rocket Rescue,0.47,0.32,0,0.05,0.84
Duke Nukem Forever,0.52,0.25,0,0.07,0.84
Big Mutha Truckers,0.41,0.32,0,0.11,0.84
Borderlands: The Handsome Collection,0.36,0.32,0.03,0.14,0.84
Rogue Galaxy,0.24,0.16,0.39,0.05,0.84
ESPN College Hoops 2K5,0.41,0.32,0,0.11,0.84
Metroid: Zero Mission,0.6,0.22,0,0.01,0.84
FIFA 15,0.13,0.48,0.04,0.19,0.84
Time Crisis 4,0.32,0.33,0.05,0.14,0.84
Ben 10: Protector of Earth,0.09,0,0,0.74,0.84
Need for Speed Rivals,0.37,0.38,0.01,0.08,0.84
Q*bert,0.46,0.32,0,0.05,0.84
WWE SmackDown vs. Raw 2009,0.44,0.31,0,0.08,0.83
Ace Combat 3: Electrosphere,0.22,0.15,0.4,0.05,0.83
Dynasty Warriors 2,0.24,0.19,0.34,0.06,0.83
Battle of Giants: Dinosaurs,0.38,0.37,0,0.09,0.83
Madden NFL 07,0.77,0.03,0,0.04,0.83
Lizzie McGuire 2: Lizzie Diaries,0.6,0.22,0,0.01,0.83
Borderlands 2,0.43,0.21,0.01,0.19,0.83
FIFA Soccer World Championship,0.27,0.21,0.28,0.07,0.83
Brute Force,0.62,0.18,0.01,0.03,0.83
Dance Central 3,0.57,0.2,0,0.06,0.83
Yu-Gi-Oh! Dark Duel Stories,0,0,0.83,0,0.83
The Game of Life,0.46,0.31,0,0.05,0.83
Mega Man Legends,0.39,0.26,0.12,0.05,0.83
NCAA Football 12,0.78,0,0,0.05,0.83
Sly 3: Honor Among Thieves,0.69,0.03,0,0.11,0.83
The Price is Right,0.77,0,0,0.06,0.83
Sid Meier's Civilization Revolution,0.58,0.17,0,0.07,0.83
MLB SlugFest 20-03,0.41,0.32,0,0.11,0.83
I Spy: Fun House,0.77,0,0,0.06,0.83
The Amazing Spider-Man (Console Version),0.31,0.37,0,0.14,0.83
Dragon Ball: Raging Blast 2,0.42,0.2,0.11,0.09,0.83
MediEvil,0.46,0.31,0,0.05,0.83
Casper,0.46,0.31,0,0.05,0.83
Deca Sports 2,0.33,0.34,0.09,0.07,0.82
James Bond 007: Nightfire,0.58,0.22,0,0.03,0.82
Madden NFL 17,0.72,0.02,0,0.09,0.82
Tony Hawk's Underground 2 Remix,0.46,0.21,0,0.15,0.82
Tony Hawk's Pro Skater 3,0.64,0.17,0,0.02,0.82
Marvel: Ultimate Alliance,0.69,0.03,0,0.11,0.82
Star Wars The Clone Wars: Republic Heroes,0.44,0.3,0,0.08,0.82
DJ Hero 2,0.64,0.12,0,0.06,0.82
Street Fighter V,0.35,0.26,0.08,0.13,0.82
Need for Speed: Hot Pursuit 2,0.68,0.11,0,0.03,0.82
Clu Clu Land,0.42,0.1,0.28,0.02,0.82
Killer Instinct Gold,0.61,0.19,0,0.01,0.82
Amped: Freestyle Snowboarding,0.69,0.11,0,0.02,0.82
Custer's Revenge,0.76,0.05,0,0.01,0.82
MediEvil: Resurrection,0.19,0.41,0,0.22,0.82
DmC: Devil May Cry,0.24,0.28,0.19,0.12,0.82
Tales of the Abyss,0.42,0.19,0.14,0.06,0.82
Rocket Power: Beach Bandits,0.4,0.31,0,0.1,0.82
Guitar Hero: Warriors of Rock,0.33,0.35,0,0.14,0.82
Hasbro Family Game Night 3,0.47,0.28,0,0.07,0.82
Madden NFL 16,0.56,0.11,0,0.15,0.82
Stranglehold,0.4,0.33,0.01,0.09,0.82
Imagine: Rock Star,0.4,0.33,0,0.09,0.82
Shin Megami Tensei: Persona 4,0.34,0.04,0.36,0.08,0.82
SingStar Vol. 2,0.29,0.4,0,0.13,0.82
Shaun White Snowboarding,0.48,0.26,0,0.08,0.82
Madden NFL 25,0.62,0.13,0,0.07,0.82
Twisted Metal (2012),0.67,0.07,0,0.07,0.82
Dragon Warrior III,0,0,0.81,0,0.81
Disney's The Little Mermaid: Ariel's Undersea Adventure,0.73,0.03,0,0.06,0.81
Ready 2 Rumble Boxing: Round 2,0.4,0.31,0,0.1,0.81
Kamaitachi no Yoru,0,0,0.81,0,0.81
Patapon,0.33,0.25,0.07,0.17,0.81
Tales of Destiny II,0.06,0.04,0.66,0.05,0.81
Super Bomberman 2,0,0,0.81,0,0.81
NASCAR 2001,0.45,0.31,0,0.05,0.81
EA Sports Active NFL Training Camp,0.77,0,0,0.05,0.81
The Legend of Zelda: Four Swords Adventures,0.63,0.16,0,0.02,0.81
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,0,0,0.76,0.05,0.81
Guitar Hero Live,0.32,0.35,0,0.13,0.81
Valkyrie Profile,0.07,0.05,0.63,0.05,0.81
Final Fantasy Type-0,0,0,0.81,0,0.81
Pro Evolution Soccer 2010,0.12,0.58,0.03,0.08,0.81
Army Men: Sarge's Heroes,0.68,0.12,0,0.01,0.81
Mega Man,0.45,0.08,0.27,0.01,0.81
Tom Clancy's Rainbow Six 3,0.4,0.31,0,0.1,0.81
Lego Batman 3: Beyond Gotham,0.33,0.35,0,0.13,0.81
EarthBound,0,0,0.81,0,0.81
DiRT 2,0.32,0.4,0,0.09,0.81
Professor Layton vs Phoenix Wright: Ace Attorney,0.2,0.26,0.3,0.04,0.81
The Next Tetris,0.45,0.31,0,0.05,0.81
Dying Light,0.43,0.3,0.01,0.07,0.81
NCAA Football 10,0.75,0,0,0.06,0.81
Ben 10: Alien Force,0.52,0.21,0,0.07,0.81
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,0,0,0.75,0.05,0.81
Final Fantasy XI: Wings of the Goddess,0.35,0.27,0.09,0.09,0.81
The Sims 2,0.67,0.03,0,0.11,0.81
Guitar Hero: Metallica,0.52,0.21,0,0.07,0.81
NCAA Football 14,0.75,0,0,0.06,0.8
MadWorld,0.46,0.25,0.02,0.07,0.8
Fight Night Champion,0.4,0.33,0,0.07,0.8
Who wants to be a millionaire,0.45,0.3,0,0.05,0.8
Yakuza,0.03,0.02,0.74,0.01,0.8
Star Wars Rogue Squadron III: Rebel Strike,0.62,0.16,0,0.02,0.8
ABBA: You Can Dance,0.19,0.5,0,0.11,0.8
Moto Racer,0.45,0.3,0,0.05,0.8
Hitman: Contracts,0.39,0.31,0,0.1,0.8
The Sims 2: Pets,0.19,0.39,0,0.22,0.8
Final Fantasy Anthology,0.45,0.3,0,0.05,0.8
Aliens: Colonial Marines,0.36,0.37,0,0.07,0.8
Pro Evolution Soccer 2010,0.09,0.33,0.2,0.18,0.8
[Prototype 2],0.48,0.25,0,0.07,0.8
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,0.37,0.35,0,0.07,0.8
Goldeneye 007: Reloaded,0.33,0.35,0,0.13,0.8
NBA 2K16,0.44,0.19,0.03,0.13,0.8
All Star Cheer Squad,0.43,0.29,0,0.08,0.8
The Sims 2: Castaway,0.08,0.46,0,0.25,0.8
Prince of Persia: Warrior Within,0.48,0.28,0,0.04,0.8
